id,amount,status,created_at,user_id,money_back_date,transfer_type,send_at
88,100.0,approved,2019-12-11 09:51:00.14096+00,851.0,,regular,
2407,100.0,rejected,2020-06-01 00:46:23.757038+00,12100.0,,regular,
17244,100.0,approved,2020-09-22 10:38:12.250309+00,46565.0,2020-10-10 20:38:26.943318+00,instant,2020-10-06 10:38:12.223073+00
16585,50.0,approved,2020-09-17 11:05:17.15555+00,32070.0,2020-11-04 15:10:33.766081+00,instant,2020-09-24 11:05:17.125787+00
17687,100.0,approved,2020-09-24 16:00:25.444406+00,49026.0,2020-11-02 22:20:34.045495+00,instant,2020-10-01 16:00:25.401407+00
16686,40.0,approved,2020-09-17 20:48:36.70628+00,8638.0,2020-10-06 19:45:10.541339+00,instant,2020-09-24 20:48:36.656923+00
17535,100.0,approved,2020-09-23 19:14:29.959033+00,32664.0,2020-11-08 19:11:24.932971+00,instant,2020-09-30 19:14:29.90626+00
14620,100.0,approved,2020-09-05 06:10:05.20301+00,34094.0,2020-10-07 19:47:42.461052+00,regular,2020-09-12 06:10:05.152728+00
8236,100.0,rejected,2020-07-15 15:08:08.778585+00,,,regular,
162,100.0,rejected,2019-12-15 07:54:24.269852+00,1083.0,,regular,
5331,100.0,approved,2020-06-25 13:42:13.446009+00,13929.0,2020-09-06 19:46:06.058761+00,regular,
3645,100.0,approved,2020-06-17 14:02:20.557274+00,9675.0,2020-07-07 15:17:22.854309+00,regular,
7354,80.0,rejected,2020-07-09 16:04:32.543549+00,,,regular,
7655,100.0,approved,2020-07-11 23:44:01.262737+00,12534.0,2020-08-04 22:00:00+00,regular,
11861,100.0,rejected,2020-08-11 05:31:46.416881+00,22583.0,,instant,2020-08-18 05:31:46.416392+00
15744,100.0,approved,2020-09-11 16:55:04.573135+00,26692.0,2020-10-06 19:41:01.95177+00,instant,2020-09-18 16:55:04.521931+00
6951,100.0,rejected,2020-07-07 17:08:14.991212+00,29905.0,,regular,
12262,100.0,rejected,2020-08-12 20:43:35.903117+00,29342.0,,regular,2020-08-19 20:43:35.868575+00
1274,100.0,approved,2020-04-17 19:44:17.452473+00,6519.0,2020-06-13 06:24:48.206944+00,regular,
10438,100.0,approved,2020-08-01 09:30:55.952784+00,,2020-08-25 22:00:00+00,instant,2020-08-08 09:30:55.952376+00
2509,70.0,rejected,2020-06-03 08:41:22.583981+00,1715.0,,regular,
7717,100.0,approved,2020-07-12 20:11:14.927712+00,31705.0,2020-08-05 22:00:00+00,regular,
4901,100.0,approved,2020-06-23 22:17:37.356566+00,8924.0,2020-07-23 22:00:00+00,regular,
8083,100.0,rejected,2020-07-15 07:01:37.712549+00,32497.0,,regular,
11304,100.0,rejected,2020-08-07 09:40:36.513875+00,9901.0,,instant,2020-08-14 09:40:36.513387+00
13316,100.0,approved,2020-08-20 09:41:59.768217+00,31261.0,2020-10-02 11:29:13.038079+00,instant,2020-08-27 09:41:59.717893+00
13638,100.0,approved,2020-08-22 22:04:03.797202+00,15559.0,2020-09-30 19:18:43.138618+00,instant,2020-08-29 22:04:03+00
13502,100.0,approved,2020-08-21 15:33:43.180134+00,14234.0,2020-09-18 19:28:09.81323+00,instant,2020-08-28 15:33:43.133489+00
1339,60.0,rejected,2020-04-23 13:06:47.830172+00,3032.0,,regular,
5970,100.0,rejected,2020-06-30 14:05:27.080936+00,25686.0,,regular,
13987,50.0,rejected,2020-08-28 10:16:38.51255+00,35413.0,,instant,2020-09-04 10:16:38.489845+00
2138,75.0,approved,2020-05-23 11:51:01.618703+00,,2020-06-11 22:40:18.896122+00,regular,
12145,100.0,approved,2020-08-12 09:33:28.565115+00,35117.0,2020-09-05 19:49:43.087871+00,regular,2020-08-19 09:33:28.56454+00
17491,50.0,rejected,2020-09-23 14:57:28.461416+00,26006.0,,instant,2020-10-07 14:57:28.434014+00
17630,50.0,rejected,2020-09-24 10:30:25.136013+00,40197.0,,instant,2020-10-01 10:30:25.105061+00
13022,100.0,rejected,2020-08-19 06:34:10.245828+00,21527.0,,regular,2020-08-26 06:34:10.202428+00
82,100.0,approved,2019-12-11 05:30:52.506517+00,1136.0,,regular,
1115,100.0,approved,2020-04-09 14:43:01.928236+00,4552.0,2020-05-14 21:05:22.723042+00,regular,
3939,100.0,approved,2020-06-18 13:43:49.644285+00,17603.0,2020-08-20 23:00:34.602802+00,regular,
5048,100.0,approved,2020-06-24 21:23:37.057909+00,21547.0,2020-07-07 15:48:14.881664+00,regular,
17681,50.0,rejected,2020-09-24 15:34:06.516118+00,49388.0,,regular,2020-10-01 15:34:06.493601+00
1583,100.0,rejected,2020-05-06 00:14:52.340141+00,,,regular,
5901,100.0,rejected,2020-06-30 10:31:35.888598+00,24277.0,,regular,
15112,100.0,rejected,2020-09-08 10:54:40.803104+00,18393.0,,instant,2020-09-15 10:54:40.739138+00
16122,100.0,approved,2020-09-14 23:20:32.753418+00,20836.0,2020-10-08 20:05:27.02329+00,instant,2020-09-21 23:20:32.707558+00
8915,100.0,rejected,2020-07-19 08:51:35.857213+00,10948.0,,regular,
10399,100.0,approved,2020-07-31 23:17:30.719702+00,5183.0,2020-08-25 22:00:00+00,regular,2020-08-07 23:17:30.719035+00
17067,50.0,approved,2020-09-21 10:07:23.196693+00,45070.0,,instant,2020-09-28 10:07:23.141491+00
10131,100.0,rejected,2020-07-30 12:39:09.730563+00,8541.0,,regular,2020-08-06 12:39:09.730147+00
8568,100.0,rejected,2020-07-16 21:56:38.712453+00,12100.0,,regular,
4347,100.0,approved,2020-06-20 09:35:09.440578+00,18604.0,2020-10-06 19:23:49.474732+00,regular,
14918,100.0,rejected,2020-09-07 08:54:46.81927+00,,,instant,2020-09-14 08:54:46.756292+00
18566,100.0,approved,2020-09-30 12:39:11.427139+00,38357.0,2020-10-29 20:05:27.756537+00,instant,2020-10-07 12:39:11.400925+00
3448,100.0,approved,2020-06-16 08:04:37.600447+00,3439.0,2020-07-07 22:00:00+00,regular,
17854,50.0,rejected,2020-09-25 16:06:27.467095+00,50511.0,,instant,2020-10-02 16:06:27.443091+00
1807,100.0,rejected,2020-05-15 09:41:17.678329+00,8592.0,,regular,
12924,100.0,rejected,2020-08-18 10:59:20.15964+00,36031.0,,instant,2020-08-25 10:59:20.121444+00
7360,100.0,rejected,2020-07-09 16:57:50.024203+00,24043.0,,regular,
16143,50.0,approved,2020-09-15 05:21:12.593841+00,41787.0,2020-10-08 05:09:41.361783+00,instant,2020-09-22 05:21:12.541893+00
2402,100.0,approved,2020-05-31 21:58:04.212905+00,6974.0,2020-07-07 15:53:03.618467+00,regular,
7133,80.0,approved,2020-07-08 11:21:59.77302+00,,2020-09-04 19:28:11.815517+00,regular,
6959,100.0,approved,2020-07-07 17:35:16.176831+00,18077.0,2020-07-29 22:00:00+00,regular,
7077,50.0,approved,2020-07-08 07:39:22.437975+00,23034.0,2020-08-25 10:57:41.04846+00,regular,
2277,100.0,approved,2020-05-29 05:21:05.316314+00,10810.0,2020-06-13 14:05:38.02306+00,regular,
2917,100.0,approved,2020-06-10 15:00:51.253484+00,13564.0,2020-07-07 15:24:20.421682+00,regular,
3733,100.0,rejected,2020-06-17 19:39:43.439431+00,12616.0,,regular,
10664,80.0,rejected,2020-08-03 10:40:57.088892+00,,,instant,2020-08-10 10:40:57.088537+00
529,100.0,approved,2020-01-28 18:03:10.732291+00,2602.0,2020-04-01 21:01:23.677777+00,regular,
447,100.0,rejected,2020-01-15 05:00:13.331622+00,1735.0,,regular,
16648,50.0,rejected,2020-09-17 15:33:36.007111+00,43153.0,,instant,2020-09-24 15:33:35.968205+00
15028,50.0,rejected,2020-09-07 20:39:43.564505+00,20639.0,,instant,2020-09-14 20:39:43.521812+00
9980,100.0,rejected,2020-07-29 10:01:42.657131+00,34380.0,,regular,2020-08-05 10:01:42.656689+00
11814,100.0,approved,2020-08-10 20:13:51.222824+00,31131.0,2020-09-08 19:20:39.483572+00,regular,2020-08-17 20:13:51.222416+00
17983,100.0,approved,2020-09-26 13:25:00.690475+00,51744.0,,instant,2020-10-03 13:25:00.645912+00
18224,100.0,approved,2020-09-28 15:43:44.318633+00,54018.0,2021-01-05 08:17:02.774632+00,instant,2020-10-05 15:43:44.29378+00
6310,100.0,rejected,2020-07-02 16:31:55.827238+00,,,regular,
751,100.0,rejected,2020-02-27 21:34:18.865953+00,3285.0,,regular,
3326,100.0,approved,2020-06-15 08:06:11.48572+00,6998.0,2020-06-30 08:58:07.079833+00,regular,
178,100.0,rejected,2019-12-16 07:27:46.834874+00,1518.0,,regular,
17938,100.0,approved,2020-09-26 08:18:04.950072+00,50583.0,2020-10-19 19:10:19.026042+00,instant,2020-10-03 08:18:04.922686+00
1190,100.0,approved,2020-04-15 07:06:46.267021+00,,2020-05-15 21:35:24.558268+00,regular,
7037,100.0,approved,2020-07-07 23:31:40.982623+00,,2020-10-19 08:08:51.024426+00,regular,
7500,100.0,rejected,2020-07-10 15:26:41.600858+00,,,regular,
6958,100.0,approved,2020-07-07 17:29:25.159428+00,18684.0,2020-07-29 22:00:00+00,regular,
12053,100.0,rejected,2020-08-11 17:44:05.008224+00,35617.0,,instant,2020-08-18 17:44:05.007864+00
878,100.0,approved,2020-03-14 20:18:36.344237+00,3219.0,2020-04-15 20:50:41.464772+00,regular,
889,100.0,approved,2020-03-16 01:47:01.108287+00,3200.0,2020-05-15 09:35:52.080341+00,regular,
493,100.0,rejected,2020-01-23 19:09:40.997692+00,2152.0,,regular,
6885,100.0,rejected,2020-07-07 10:08:38.644127+00,26264.0,,regular,
14237,100.0,approved,2020-09-01 21:56:15.132269+00,10567.0,2020-09-28 22:00:00+00,instant,2020-09-08 21:56:15.080267+00
2687,100.0,approved,2020-06-07 12:38:28.853075+00,,2020-07-14 22:00:00+00,regular,
5464,100.0,approved,2020-06-26 10:59:49.618862+00,22534.0,2020-07-12 22:00:00+00,regular,
16216,50.0,approved,2020-09-15 10:47:11.630363+00,33168.0,2020-10-06 19:30:35.245255+00,instant,2020-09-22 10:47:11.583939+00
7050,100.0,approved,2020-07-08 05:02:03.265681+00,11621.0,2020-08-04 22:00:00+00,regular,
1089,100.0,rejected,2020-04-08 17:11:45.886266+00,5141.0,,regular,
14246,100.0,approved,2020-09-02 04:51:09.294624+00,32259.0,2020-10-06 20:25:41.426092+00,instant,2020-09-09 04:51:09.254853+00
12560,50.0,rejected,2020-08-14 20:18:20.217951+00,,,regular,2020-08-21 20:18:20.177784+00
13956,50.0,approved,2020-08-27 13:40:57.12213+00,28527.0,2020-10-13 17:06:13.70752+00,instant,2020-09-03 13:40:57.068414+00
870,10.0,approved,2020-03-13 11:50:07.99512+00,4518.0,2020-04-22 20:51:10.966083+00,regular,
133,100.0,approved,2019-12-13 07:47:45.782211+00,1318.0,,regular,
3839,100.0,approved,2020-06-18 06:00:10.85212+00,17811.0,2020-07-07 15:20:24.926897+00,regular,
9660,80.0,approved,2020-07-25 07:24:18.932763+00,28298.0,2020-08-05 22:00:00+00,regular,2020-08-01 07:24:18.932374+00
11194,100.0,approved,2020-08-06 17:29:59.658612+00,11637.0,2020-09-04 19:33:07.707184+00,instant,2020-08-13 17:29:59.658226+00
11659,100.0,approved,2020-08-10 11:02:48.771534+00,32136.0,2020-10-05 22:00:00+00,instant,2020-08-17 11:02:48.771109+00
3149,100.0,approved,2020-06-12 12:14:37.801321+00,14330.0,2020-07-08 22:00:00+00,regular,
3423,100.0,approved,2020-06-16 05:48:56.366678+00,1267.0,2020-07-07 22:00:00+00,regular,
500,100.0,rejected,2020-01-24 11:55:23.974867+00,,,regular,
767,100.0,approved,2020-02-29 09:55:11.54584+00,3045.0,2020-04-08 21:02:20.346857+00,regular,
827,100.0,rejected,2020-03-09 09:53:36.596864+00,,,regular,
7599,100.0,approved,2020-07-11 11:51:21.537778+00,18178.0,2020-08-04 22:00:00+00,regular,
16323,100.0,approved,2020-09-16 00:38:02.099545+00,2565.0,2020-10-30 19:49:30.974219+00,instant,2020-09-23 00:38:02.072463+00
10712,100.0,approved,2020-08-03 16:20:53.244595+00,12623.0,2020-11-10 23:00:00+00,instant,2020-08-10 16:20:53.243981+00
17843,100.0,approved,2020-09-25 14:51:15.543126+00,49810.0,2020-10-12 19:31:42.054172+00,instant,2020-10-02 14:51:15.517316+00
2480,100.0,approved,2020-06-02 15:58:14.514346+00,7315.0,2020-06-13 02:41:55.38362+00,regular,
4769,100.0,approved,2020-06-23 08:51:17.571398+00,20842.0,2020-07-30 00:17:29.205399+00,regular,
7078,100.0,approved,2020-07-08 07:42:53.087153+00,19069.0,2020-08-05 22:00:00+00,regular,
10471,100.0,rejected,2020-08-01 14:06:01.049911+00,27804.0,,instant,2020-08-08 14:06:01.049474+00
15012,100.0,rejected,2020-09-07 19:05:55.821299+00,10237.0,,instant,2020-09-14 19:05:55.775448+00
13085,100.0,rejected,2020-08-19 13:20:34.034188+00,34350.0,,instant,2020-08-26 13:20:33.986971+00
18195,50.0,rejected,2020-09-28 12:08:30.189291+00,53970.0,,instant,2020-10-05 12:08:30.165911+00
11202,100.0,approved,2020-08-06 18:13:16.734841+00,18027.0,2020-09-02 22:00:00+00,instant,2020-08-13 18:13:16.734321+00
18235,100.0,approved,2020-09-28 17:16:56.791176+00,54527.0,2020-10-07 20:04:53.353116+00,instant,2020-10-05 17:16:56.770228+00
5529,50.0,approved,2020-06-26 17:42:52.119998+00,10904.0,2020-07-27 13:03:23.025479+00,regular,
12658,100.0,approved,2020-08-15 18:20:45.510766+00,24652.0,2020-10-31 10:28:56.579387+00,instant,2020-08-22 18:20:45.486768+00
6672,100.0,approved,2020-07-05 14:43:46.444498+00,9330.0,2020-07-29 22:00:00+00,regular,
6047,100.0,approved,2020-07-01 02:04:29.684911+00,25158.0,2020-08-03 15:52:06.621331+00,regular,
17129,50.0,approved,2020-09-21 17:54:13.969411+00,45996.0,2020-11-04 19:38:42.40384+00,instant,2020-10-05 17:54:13.941746+00
1389,100.0,approved,2020-04-27 06:21:57.701842+00,2863.0,2020-06-03 20:25:17.367796+00,regular,
11968,100.0,approved,2020-08-11 12:27:47.272892+00,20871.0,2020-10-06 22:00:00+00,instant,2020-08-18 12:27:47.272546+00
3069,200.0,approved,2020-06-11 23:43:58.869281+00,4297.0,2020-07-03 03:17:43.437121+00,regular,
406,20.0,rejected,2020-01-08 07:58:19.633889+00,,,regular,
1124,100.0,approved,2020-04-10 09:09:07.485165+00,1267.0,2020-05-19 20:06:09.514635+00,regular,
10017,100.0,rejected,2020-07-29 13:30:45.904015+00,13213.0,,regular,2020-08-05 13:30:45.903373+00
1702,100.0,approved,2020-05-12 16:17:30.254757+00,7419.0,2020-06-15 21:45:23.961929+00,regular,
13883,50.0,approved,2020-08-26 07:20:50.762945+00,22651.0,2020-10-02 13:44:07.361823+00,instant,2020-09-02 07:20:50.733898+00
3188,100.0,approved,2020-06-12 17:59:52.320763+00,2929.0,2020-07-22 22:00:00+00,regular,
12630,50.0,rejected,2020-08-15 13:23:34.375488+00,3377.0,,instant,2020-08-22 13:23:34.323198+00
13938,50.0,rejected,2020-08-27 07:28:35.367658+00,16093.0,,instant,2020-09-03 07:28:35.323345+00
723,100.0,approved,2020-02-22 15:41:44.272938+00,3240.0,,regular,
10818,100.0,rejected,2020-08-04 14:30:02.404475+00,13082.0,,regular,2020-08-11 14:30:02.403823+00
2648,100.0,approved,2020-06-06 10:40:53.744722+00,10155.0,2020-07-08 22:00:00+00,regular,
1895,100.0,approved,2020-05-16 03:08:08.15289+00,3219.0,2020-06-11 22:36:18.204826+00,regular,
13288,100.0,rejected,2020-08-20 00:47:55.10188+00,34350.0,,instant,2020-08-27 00:47:55.058273+00
10284,50.0,rejected,2020-07-31 15:14:58.822639+00,6369.0,,instant,2020-08-07 15:14:58.822299+00
13325,50.0,approved,2020-08-20 10:51:27.393696+00,32070.0,2020-09-15 19:47:25.300207+00,instant,2020-08-27 10:51:27.364814+00
2461,100.0,approved,2020-06-02 09:37:49.404967+00,12189.0,2020-06-16 01:34:10.637796+00,regular,
15912,100.0,approved,2020-09-12 22:20:19.14566+00,34370.0,2020-10-02 19:01:17.494682+00,instant,2020-09-19 22:20:19.101163+00
221,100.0,rejected,2019-12-18 11:24:42.59343+00,907.0,,regular,
8707,100.0,rejected,2020-07-17 16:04:01.968407+00,26331.0,,regular,
14687,100.0,approved,2020-09-05 11:19:27.232913+00,26619.0,2020-10-04 22:00:00+00,instant,2020-09-12 11:19:27.193387+00
16445,50.0,approved,2020-09-16 13:44:01.761692+00,25166.0,2020-10-07 19:53:31.74775+00,instant,2020-09-23 13:44:01.709115+00
928,100.0,approved,2020-03-17 12:02:59.450632+00,1361.0,2020-04-14 20:26:19.146187+00,regular,
7271,100.0,rejected,2020-07-09 06:37:05.944598+00,22365.0,,regular,
17695,20.0,approved,2020-09-24 17:09:54.14204+00,49502.0,2020-10-21 09:56:48.506434+00,instant,2020-10-01 17:09:54.117872+00
15643,50.0,rejected,2020-09-11 05:37:47.432769+00,938.0,,instant,2020-09-18 05:37:47.40383+00
14999,50.0,rejected,2020-09-07 17:46:26.462527+00,,,instant,2020-09-14 17:46:26.418358+00
15810,50.0,rejected,2020-09-12 08:43:20.009143+00,32464.0,,instant,2020-09-19 08:43:19.957846+00
17127,100.0,rejected,2020-09-21 17:35:42.028506+00,,,instant,2020-10-05 17:35:42.000456+00
15088,100.0,approved,2020-09-08 08:21:47.431414+00,17553.0,2021-02-07 03:10:48.459011+00,instant,2020-09-15 08:21:47.379325+00
15922,50.0,rejected,2020-09-13 03:16:50.662976+00,6519.0,,instant,2020-09-20 03:16:50.628943+00
16095,100.0,approved,2020-09-14 17:08:09.057647+00,40504.0,2020-11-04 23:00:00+00,instant,2020-09-21 17:08:09.014122+00
15269,100.0,approved,2020-09-09 08:07:27.700804+00,13994.0,2020-10-06 19:36:44.357478+00,instant,2020-09-16 08:07:27.648232+00
17943,50.0,approved,2020-09-26 08:31:08.825896+00,49647.0,2020-11-01 19:18:18.355472+00,instant,2020-10-03 08:31:08.782065+00
16877,100.0,approved,2020-09-19 13:10:13.65881+00,36806.0,2020-10-06 19:45:47.027063+00,instant,2020-09-26 13:10:13.61254+00
7269,100.0,rejected,2020-07-09 06:16:42.522114+00,12683.0,,regular,
9350,100.0,rejected,2020-07-22 06:51:03.033181+00,33130.0,,regular,2020-07-29 06:51:03.032567+00
473,100.0,rejected,2020-01-18 14:43:10.54224+00,682.0,,regular,
2125,50.0,rejected,2020-05-22 14:42:13.985447+00,2274.0,,regular,
4674,100.0,rejected,2020-06-22 16:31:02.538273+00,2353.0,,regular,
1674,100.0,approved,2020-05-11 05:07:02.834759+00,6341.0,2020-06-09 22:50:23.195271+00,regular,
17896,50.0,approved,2020-09-26 00:15:41.687089+00,36322.0,2020-11-03 14:55:31.203977+00,instant,2020-10-03 00:15:41.654046+00
11594,100.0,rejected,2020-08-09 22:23:13.548693+00,33312.0,,regular,2020-08-16 22:23:13.548222+00
7877,100.0,rejected,2020-07-13 21:47:08.122403+00,31710.0,,regular,
14896,100.0,approved,2020-09-07 05:01:01.480585+00,4779.0,2020-10-06 19:31:43.688344+00,instant,2020-09-14 05:01:01.427984+00
4732,100.0,rejected,2020-06-23 05:53:14.686884+00,20144.0,,regular,
11242,50.0,approved,2020-08-06 22:46:50.681779+00,31188.0,2020-10-06 22:00:00+00,instant,2020-08-13 22:46:50.68131+00
8428,100.0,approved,2020-07-16 08:53:05.483246+00,7229.0,2020-08-05 00:33:30.008156+00,regular,
5011,100.0,rejected,2020-06-24 16:39:25.680435+00,19363.0,,regular,
17729,100.0,approved,2020-09-25 00:13:50.750303+00,22835.0,2020-12-04 01:00:32.110958+00,instant,2020-10-02 00:13:50.723809+00
3001,100.0,approved,2020-06-11 10:36:32.612268+00,9532.0,2020-07-07 15:47:26.23039+00,regular,
9043,100.0,approved,2020-07-20 09:37:13.952595+00,34317.0,2020-08-02 22:00:00+00,regular,
8844,60.0,approved,2020-07-18 12:39:32.384863+00,16097.0,2020-08-04 22:00:00+00,regular,
13009,100.0,rejected,2020-08-19 03:52:53.129139+00,25742.0,,instant,2020-08-26 03:52:53.081349+00
18088,50.0,approved,2020-09-27 14:33:38.902816+00,52835.0,2020-10-06 19:49:40.543662+00,instant,2020-10-04 14:33:38.881001+00
1576,100.0,rejected,2020-05-05 20:30:44.232235+00,4523.0,,regular,
4205,100.0,approved,2020-06-19 13:38:09.943416+00,10625.0,2020-07-07 15:17:58.687367+00,regular,
4360,100.0,approved,2020-06-20 11:23:03.469029+00,10555.0,2020-07-07 22:00:00+00,regular,
5391,100.0,approved,2020-06-25 18:54:55.796024+00,22083.0,2020-07-07 15:17:38.834156+00,regular,
3634,50.0,approved,2020-06-17 13:11:06.67906+00,,2020-06-30 08:44:45.520733+00,regular,
4949,100.0,rejected,2020-06-24 10:30:32.550925+00,19521.0,,regular,
2527,100.0,approved,2020-06-03 13:43:09.509711+00,12486.0,2020-06-19 12:08:35.431015+00,regular,
16377,50.0,rejected,2020-09-16 08:10:13.431725+00,,,instant,2020-09-23 08:10:13.380798+00
14168,100.0,rejected,2020-09-01 04:57:13.787089+00,29432.0,,regular,2020-09-08 04:57:13.748954+00
14104,100.0,approved,2020-08-30 15:07:32.444379+00,1497.0,2020-09-16 22:00:00+00,instant,2020-09-06 15:07:32.41921+00
1464,30.0,approved,2020-04-29 23:15:09.129807+00,8412.0,2020-05-13 20:40:57.303743+00,regular,
10450,50.0,approved,2020-08-01 11:19:32.261152+00,1159.0,2020-08-30 22:00:00+00,regular,2020-08-08 11:19:32.260572+00
12403,50.0,approved,2020-08-13 21:03:54.211147+00,26773.0,2020-09-08 19:22:21.732997+00,instant,2020-08-20 21:03:54.161981+00
6,100.0,approved,2019-12-10 19:05:48.921042+00,812.0,,regular,
8771,20.0,rejected,2020-07-17 21:51:32.626211+00,32648.0,,regular,
881,100.0,approved,2020-03-15 03:03:29.07168+00,2659.0,2020-10-01 22:00:00+00,regular,
17617,50.0,rejected,2020-09-24 09:36:55.521105+00,34549.0,,instant,2020-10-01 09:36:55.485779+00
250,100.0,rejected,2019-12-19 13:56:30.683916+00,1183.0,,regular,
12448,100.0,approved,2020-08-14 08:57:17.907785+00,13418.0,2020-09-08 19:22:47.034313+00,instant,2020-08-21 08:57:17.863226+00
16783,100.0,approved,2020-09-18 16:10:11.834255+00,19442.0,2020-10-08 19:03:36.895531+00,instant,2020-09-25 16:10:11.786654+00
4402,100.0,approved,2020-06-20 16:15:23.746446+00,19346.0,2020-07-07 15:12:02.642357+00,regular,
811,100.0,approved,2020-03-07 09:06:11.581761+00,4381.0,2020-04-23 21:15:26.215538+00,regular,
2581,100.0,approved,2020-06-04 15:07:05.895225+00,11826.0,2020-06-18 17:42:20.085594+00,regular,
3109,100.0,approved,2020-06-12 07:09:54.878509+00,11660.0,2020-07-14 15:05:56.286154+00,regular,
7348,100.0,rejected,2020-07-09 15:09:09.973588+00,15510.0,,regular,
8439,100.0,approved,2020-07-16 09:34:12.970392+00,13803.0,2020-08-09 22:00:00+00,regular,
11336,50.0,approved,2020-08-07 11:50:16.157362+00,24311.0,2020-09-01 00:32:39.760946+00,regular,2020-08-14 11:50:16.156887+00
1994,67.0,rejected,2020-05-18 19:35:51.698692+00,,,regular,
7123,100.0,approved,2020-07-08 10:58:40.86451+00,19871.0,2020-08-05 22:00:00+00,regular,
4262,100.0,approved,2020-06-19 18:04:03.797849+00,18744.0,2020-07-03 03:27:02.994167+00,regular,
17578,50.0,rejected,2020-09-24 06:18:55.514461+00,12328.0,,instant,2020-10-01 06:18:55.429942+00
3917,100.0,rejected,2020-06-18 12:04:26.037028+00,,,regular,
13264,50.0,rejected,2020-08-19 20:21:39.946243+00,15214.0,,regular,2020-08-26 20:21:39.901563+00
3116,100.0,approved,2020-06-12 07:49:40.501111+00,5392.0,2020-07-07 22:00:00+00,regular,
15507,100.0,approved,2020-09-10 09:13:32.215483+00,9757.0,2020-10-01 19:53:37.394756+00,instant,2020-09-17 09:13:32.165805+00
6204,100.0,approved,2020-07-02 02:22:27.480641+00,26912.0,2020-10-07 19:46:01.360725+00,regular,
2097,100.0,rejected,2020-05-21 11:45:58.948428+00,4982.0,,regular,
15284,100.0,rejected,2020-09-09 09:17:19.635033+00,,,instant,2020-09-16 09:17:19.577137+00
6596,100.0,approved,2020-07-04 15:04:37.862523+00,13292.0,2020-08-29 22:00:00+00,regular,
9547,50.0,approved,2020-07-23 20:45:58.464804+00,14157.0,2020-08-02 22:00:00+00,regular,2020-07-30 20:45:58.464223+00
17825,50.0,rejected,2020-09-25 12:41:43.674425+00,,,instant,2020-10-02 12:41:43.646648+00
15699,100.0,approved,2020-09-11 12:04:44.281981+00,13943.0,2020-11-04 15:03:39.360024+00,instant,2020-09-18 12:04:44.230026+00
18445,100.0,approved,2020-09-29 16:06:05.140558+00,34168.0,2020-10-12 19:31:33.642508+00,instant,2020-10-06 16:06:05.105352+00
1353,100.0,approved,2020-04-23 21:49:09.353461+00,3128.0,2020-06-18 17:42:03.008452+00,regular,
2314,50.0,approved,2020-05-29 16:59:17.037037+00,10203.0,2020-06-30 08:54:32.956204+00,regular,
14295,100.0,approved,2020-09-02 16:09:34.432147+00,30534.0,2020-09-29 19:54:12.38245+00,instant,2020-09-09 16:09:34.388674+00
15158,100.0,approved,2020-09-08 15:17:15.420128+00,12848.0,2020-09-29 19:57:30.727414+00,instant,2020-09-15 15:17:15.371443+00
17832,100.0,approved,2020-09-25 13:06:15.221358+00,50212.0,2020-11-06 13:05:58.478245+00,instant,2020-10-02 13:06:15.197364+00
16921,50.0,rejected,2020-09-19 19:57:52.348274+00,,,instant,2020-09-26 19:57:52.301909+00
2784,100.0,approved,2020-06-09 13:54:34.915718+00,13280.0,2020-06-30 08:44:01.700102+00,regular,
6004,100.0,approved,2020-06-30 17:22:45.474017+00,,2020-08-05 22:15:01.784325+00,regular,
14574,50.0,approved,2020-09-04 18:41:43.25647+00,24931.0,2021-01-13 03:50:17.293721+00,instant,2020-09-11 18:41:43.208411+00
5633,100.0,approved,2020-06-27 19:28:30.486638+00,10338.0,2020-07-29 22:00:00+00,regular,
14836,100.0,approved,2020-09-06 15:47:06.919162+00,14213.0,2020-09-30 19:18:16.634354+00,instant,2020-09-13 15:47:06.849571+00
6013,100.0,approved,2020-06-30 18:20:17.275048+00,24950.0,2020-08-04 22:00:00+00,regular,
11323,100.0,rejected,2020-08-07 11:02:41.934893+00,6931.0,,instant,2020-08-14 11:02:41.934449+00
6149,100.0,approved,2020-07-01 15:29:01.389013+00,26133.0,2020-08-11 22:00:00+00,regular,
13551,100.0,approved,2020-08-22 06:19:03.539162+00,1735.0,2020-09-13 22:00:00+00,instant,2020-08-29 06:19:03.473156+00
10467,100.0,approved,2020-08-01 13:30:31.622203+00,17365.0,2020-10-28 11:11:23.004798+00,regular,2020-08-08 13:30:31.621543+00
7480,100.0,rejected,2020-07-10 12:38:11.291998+00,1715.0,,regular,
2302,100.0,approved,2020-05-29 12:28:13.570733+00,11288.0,2020-06-11 02:08:14.176102+00,regular,
7958,100.0,rejected,2020-07-14 10:55:18.771832+00,31572.0,,regular,
14522,100.0,approved,2020-09-04 13:04:18.609094+00,6812.0,2020-10-29 06:21:42.355536+00,instant,2020-09-11 13:04:18.564153+00
4804,100.0,approved,2020-06-23 12:10:40.554537+00,8757.0,2020-09-02 22:00:00+00,regular,
10671,100.0,rejected,2020-08-03 11:17:16.405847+00,,,instant,2020-08-10 11:17:16.405447+00
8457,100.0,rejected,2020-07-16 10:43:09.005751+00,,,regular,
16593,50.0,rejected,2020-09-17 11:45:15.798329+00,37895.0,,regular,2020-09-24 11:45:15.757467+00
4076,50.0,rejected,2020-06-18 22:16:22.87078+00,,,regular,
